https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"956659","2","1","Vehicle in Operation","1","Hyper","2021","2021","Havic","Black","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","0","None","","","","1","Two-Way, Not Divided","1","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","6","Stop Sign","88","Not Applicable","18","Pedalcycle/Pedalcyclist","","","","","","","99","Unknown","","","","","","","","","","false","","false","false","Carson Drive","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959645","1","1","Vehicle in Operation","1","Subaru","","","Legacy","Blue","N","Northbound","false","17","Pedestrian","15","Wrong way (or Wrong Side)","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","15","Wrong way (or Wrong Side)","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","North St","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"959720","1","1","Vehicle in Operation","1","Huffy","","","ROCK CREEK","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Rt 44","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959720","2","1","Vehicle in Operation","1","UNKNOWN","","","","TAN","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","UNKNOWN","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Rt 44","false","CT","false","false","1","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","",""
"959908","1","1","Vehicle in Operation","1","Nissan","2020","2020","Rogue Sport S","Gray","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","2","Curve Left","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","JN1BJ1CW2LW650898","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tolland","CT","","06084","","false","","false","false","Charles Street","false","CT","false","false","1","Economy Premier Assurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"962592","2","2","Parked Vehicle","0","","2021","2021","","Gray","","","","88","Not Applicable","12","Parked","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","12","Parked","0","None","1FM5K8AW5MNA16149","97","Other","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","Central Auto to Troop C ","false","false","Route 32","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"962592","1","1","Vehicle in Operation","1","Subaru","2020","2020","Crosstrek Premium","Gray","S","Southbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","JF2GTABCXL8232549","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","1","No Special Function","88","Not applicable","","","Columbia","CT","UnitedStates","06237","","false","T&B Auto ","false","false","Route 32","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"962592","3","2","Parked Vehicle","0","","2018","2018","","","N","Northbound","false","88","Not Applicable","12","Parked","0","None","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","12","Parked","0","None","1FM5K8AR8JGC76863","1","No Control Device","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","NA ","false","false","Route 32","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"964076","3","1","Vehicle in Operation","1","","","","","","","","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","88","","","1","Two-Way, Not Divided","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","RT 32N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"964076","2","1","Vehicle in Operation","2","Ram","2014","2014","Ram Truck 1500 St","Blue","S","Southbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","11","Slowing","0","None","1C6RR7FT3ES281107","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","","06226","","false","","false","false","MCDERMOTT AVE","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"975476","2","1","Vehicle in Operation","1","Mongoose","","","Bawler","Black","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","0","None","30","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","SNFSD16AP332","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","","","","","","","99","Unknown","","","","","","","","","","false","","false","false","Judd Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"975476","1","1","Vehicle in Operation","1","Pontiac","2004","2004","Sunfire","Red","W","Westbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","0","None","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G2JB12F847360592","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","","","","","","","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","MANCHESTER","CT","","06042","true","false","","false","false","Nathan Hale Rd","false","CT","false","false","1","Integon National Insurance Company","","","","","","","","","","","","","","","","","","","","2023-05-06","","","",""
"978456","1","1","Vehicle in Operation","1","Ford","2014","2014","F150","Silver","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","1","No Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","1","Straight Ahead","0","None","1FTFX1EF8EKF67447","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dayville","CT","","06241","","false","","false","false","Driveway","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2023-02-09","","","",""
"979139","1","1","Vehicle in Operation","1","HOND","","","","Red","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","11","Motorcycle","1","Straight Ahead","0","None","JH2HE01032K107075","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Plainfield","CT","UnitedStates","06374","","false","T&S Oil","false","false","Front Street","false","CT","false","true","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"982709","1","1","Vehicle in Operation","1","Hyundai","2008","2008","Elantra Gls/se/ltd","Blue","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","KMHDU46DX8U542052","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colchester","CT","","06415","true","false","Troop C Impound Lot","false","false","South Eagleville Road","false","CT","false","false","88","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2022-04-23","","","",""
"984868","1","1","Vehicle in Operation","2","Audi","2012","2012","A7 Prestige Quattro","Gray","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","50","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","WAU2GAFC8CN063833","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Andover","CT","","06232","","false","Jays Auto","false","false","RT-6","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"993391","1","1","Vehicle in Operation","1","Dodge","2012","2012","Grand Crew Caravan","Black","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","0","None","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","3","Passenger Van","7","Turning Left","0","None","2C4RDGDG0CR372248","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","COVENTRY","CT","","06238","true","false","","false","false","Lake St","false","CT","false","false","1","Trumbull Insurance Company","","","","","","","","","","","","","","","","","","","","2022-12-14","","","",""
"994541","2","1","Vehicle in Operation","2","Subaru","2014","2014","Xv Crosstrek 2.0i Li","Gray","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JF2GPAGC7E8337355","2","Person (including flagger, law enforcement, crossing guard, etc.)","2","Yes","17","Pedestrian","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haddam","CT","UnitedStates","06423","","false","Desmond's Auto","false","false","Route 85","false","CT","false","false","1","LM-General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"994541","1","1","Vehicle in Operation","2","Chevrolet","2006","2006","Silverado K2500hd","Blue","N","Northbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","13","Stopped in Traffic","0","None","1GCHK23U16F264826","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colchester","CT","","06415","","false","","false","false","Route 85","false","CT","false","false","1","AAA","","","","","","","","","","","","","","","","","","","","2023-11-06","","","",""
"997733","1","1","Vehicle in Operation","1","Toyota","2015","2015","Avalon Xle/prem/tour","Blue","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BK1EB3FU193342","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon","CT","","06066","","false","T&B Towing","false","false","RT 44","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2022-11-30","","","",""
"1007588","1","1","Vehicle in Operation","1","Toyota","2008","2008","Prius","Green","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JTDKB20U383413591","4","Flashing Traffic Control Signal","99","Unknown","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dayville","CT","","06241","true","false","","false","false","Route 101","false","CT","false","false","88","The First Liberty Insurance Corporation","","","","","","","","","","","","","","","","","","","","","","","",""
"1007696","1","1","Vehicle in Operation","2","Nissan","2013","2013","Pathfinder S/sv/sl/p","Red","E","Eastbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","5N1AR2MM5DC650297","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Coventry","CT","","06238","","false","N/A","false","false","North Eagleville Road","false","CT","false","false","1","Century National Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1009215","1","1","Vehicle in Operation","2","Mazda","2006","2006","Mazda3s","Silver","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JM1BK324261534723","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Somers","CT","","06071","true","false","Troop C by Showcase Auto","false","false","Furnace Ave","false","CT","false","false","88","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1009215","2","1","Vehicle in Operation","1","Odyssey","","","BMX","Blue","E","Eastbound","false","22","Motor Vehicle In Motion","10","Entering Traffic Lane","1","Brakes","88","Not Applicable","30","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","9","Sector 9 (West) in the 12-point Clock Diagram","4","Disabling Damage","","","10","Entering Traffic Lane","1","Brakes","JK160RCB","1","No Control Device","88","Not Applicable","12","Downhill Runaway","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","104 Furnace Ave","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1010854","2","1","Vehicle in Operation","1","Nissan","2019","2019","Versa S","Black","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","3N1CN7AP3KL875214","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","OK","","74134","","false","","false","false","Main Street","false","CT","false","false","1","EAN Holdings","","","","","","","","","","","","","","","","","","","","2023-04-06","","","",""
"1010854","1","1","Vehicle in Operation","1","","","","","Blue,Dark","S","Southbound","false","14","Reentering Roadway","10","Entering Traffic Lane","0","None","0","None","25","","","1","Two-Way, Not Divided","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","","","10","Entering Traffic Lane","0","None","","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","14","Reentering Roadway","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Jackson Street","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1010933","1","1","Vehicle in Operation","1","GMC","2003","2003","Sonoma","Red","S","Southbound","false","19","Other Non-motorist","7","Turning Left","0","None","88","Not Applicable","25","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","1GTDT19X938265245","6","Stop Sign","2","Yes","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","UnitedStates","06226","","false","","false","false","HIGH STREET","false","CT","false","false","1","Amica Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1014687","1","1","Vehicle in Operation","1","Cadillac","2006","2006","C/t Cts Hi Feature","Tan","W","Westbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","1G6DP577860131699","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Woodstock","CT","","06281","true","false","","false","false","Hartford Pike","false","CT","false","false","88","Liberty Mutual Personal Insurance Company","","","","","","","","","","","","","","","","","","","","2024-02-05","","","",""
"1015136","1","1","Vehicle in Operation","2","Toyota","2017","2017","Rav4 Limited/se/plat","White","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","14","Top","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JTMDFREV1HJ143313","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Columbia","CT","","06237","","false","Columbia Ford Collision ","false","false","RT 87","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1015136","2","2","Parked Vehicle","1","Chevrolet","2018","2018","Express G2500","Silver","","","true","88","Not Applicable","12","Parked","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","13","Non-Collision","1","No Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","12","Parked","0","None","1GCWGAFG4J1178490","1","No Control Device","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","N/A","false","false","Parked","true","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1021965","1","1","Vehicle in Operation","1","Chevrolet","2013","2013","Sonic Lt","Orange","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","3","Hillcrest","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1JD5SBXD4156350","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Danielson","CT","","06239","","false","","false","false","Cook Hill Road","false","CT","false","false","1","USAA General Indemnity Company  GIC ","","","","","","","","","","","","","","","","","","","","","","","",""
"1022798","1","1","Vehicle in Operation","1","Chevrolet","2014","2014","Cruze Ls","Black","E","Eastbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","3","3","Curve Right","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","1G1PA5SG9E7330763","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Plainfield","CT","","06374","","false","","false","false","Lathrop Rd","false","CT","false","false","1","Allstate Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1023414","1","1","Vehicle in Operation","1","BUICK","2009","2009","LUCERNE","RED","S","Southbound","false","41","Utility Pole","15","Wrong way (or Wrong Side)","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","15","Wrong way (or Wrong Side)","0","None","1G4HD57109U144345","1","No Control Device","88","Not Applicable","11","Cross Centerline","45","Fence","41","Utility Pole","88","Not Applicable","1","No Special Function","88","Not applicable","","","North Smithfield","RI","","02896","","false","AAA made own arrangements","false","false","East Main","false","RI","false","false","1","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","","","","",""
"1023783","1","1","Vehicle in Operation","1","Ford","1999","1999","F350 Super Duty","White","N","Northbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","5","Pick Up","1","Straight Ahead","99","Unknown","1FTSW31F0XEC97019","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Mansfield","CT","UnitedStates","06268","","false","N/A","false","false","Willington Hill Road","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2022-08-01","","","",""
"1026041","1","1","Vehicle in Operation","2","Ford","2017","2017","Escape Se","White","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1FMCU9GD4HUA87514","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Griswold","CT","","06351","","false","","false","false","Slater Ave","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1026041","2","1","Vehicle in Operation","1","","","","","","","","","22","Motor Vehicle In Motion","6","Turning Right","0","None","","","99","","","99","Unknown","","99","Unknown","99","Unknown","99","Unknown","99","Unknown","","","6","Turning Right","0","None","","99","Unknown","99","Unknown","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","SLATER AVE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1029455","1","1","Vehicle in Operation","1","Western Star","2023","2023","Tractor","unknown","S","Southbound","","17","Pedestrian","1","Straight Ahead","0","None","","","65","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","0","None","5KJJABFG7PLU2190","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","88","Not Applicable","Grand Manan","NB","Canada","E5G 2","","","","","","i-395","","NB","","","88","Northbridge Ins Corp","401570  ","Benmark Trucking LTD","Grand Manan","NB","Canada","E5G 2","1","Interstate Carrier","","","","","","3","More than 26,000 lbs","6","Truck Tractor/Semi-Trailer","3","Van/Enclosed Box","2022-10-21","88","Not Applicable","",""
